startup_id,company_name,sector,city,state,founding_year,funding_stage,amount_raised_usd,num_employees,revenue_monthly_ngn,investor_type,gender_founder
NG-5252,Shoply,E-commerce,Ibadan,Oyo,2024,Series A,1909500,63,39444000,Angel,Mixed (Co-founders)
NG-5253,Ajowave,Fintech,Abuja,FCT,2022,Series A,4286500,38,12880000,Angel,Male
NG-5254,Ajotech,Fintech,Lagos,Lagos,2022,Series A,6659000,101,35445000,Accelerator,Female
NG-5255,Buynow,E-commerce,Abuja,FCT,2021,Pre-seed,75000,6,4591000,VC Fund,Male
NG-5256,Buyly,E-commerce,Lagos,Lagos,2020,Pre-seed,148000,8,2555000,Government Grant,Mixed (Co-founders)
NG-5257,Tradepath,E-commerce,Lagos,Lagos,2023,Series B,15365400,115,26712000,Accelerator,Mixed (Co-founders)
NG-5258,Kudiai,Fintech,Lagos,Lagos,2021,Series B,18186500,257,86351000,VC Fund,Mixed (Co-founders)
NG-5259,Cashnow,Fintech,Lagos,Lagos,2018,Seed,190800,15,3861000,Accelerator,Male
NG-5260,Ajofy,Fintech,Lagos,Lagos,2024,Pre-seed,55300,4,1574000,Crowdfunding,Male
NG-5261,Syncfy,SaaS,Ibadan,Oyo,2022,Pre-seed,27300,11,1493000,Angel,Female
NG-5262,Payapp,Fintech,Lagos,Lagos,2016,Series A,7207300,76,68334000,Corporate,Mixed (Co-founders)
NG-5263,Playly,Media & Entertainment,Ibadan,Oyo,2018,Growth,35110400,474,137536000,VC Fund,Male
NG-5264,Shipgo,Logistics,Lagos,Lagos,2018,Seed,905300,28,9287000,Angel,Male
NG-5265,Buzzapp,Media & Entertainment,Enugu,Enugu,2019,Pre-seed,46500,9,3197000,VC Fund,Male
NG-5266,Scholarng,Edtech,Lagos,Lagos,2017,Seed,1428900,32,13940000,VC Fund,Mixed (Co-founders)
NG-5267,Sowstack,Agritech,Ibadan,Oyo,2021,Series A,7802100,89,57635000,Crowdfunding,Mixed (Co-founders)
NG-5268,Ajong,Fintech,Lagos,Lagos,2019,Series A,3502400,69,38269000,Crowdfunding,Female
NG-5269,Studystack,Edtech,Benin City,Edo,2017,Growth,13579800,227,119860000,VC Fund,Male
NG-5270,Cleanzone,Cleantech,Abuja,FCT,2016,Pre-seed,50800,3,1696000,Accelerator,Male
NG-5271,Pharmfy,Healthtech,Lagos,Lagos,2019,Pre-seed,16400,5,2236000,VC Fund,Mixed (Co-founders)
NG-5272,Learnbase,Edtech,Abuja,FCT,2018,Pre-seed,93000,8,741000,Crowdfunding,Male
NG-5273,Vendai,E-commerce,Lagos,Lagos,2021,Seed,154600,13,4236000,Accelerator,Male
NG-5274,Tradego,E-commerce,Lagos,Lagos,2024,Pre-seed,113500,7,0,VC Fund,Mixed (Co-founders)
NG-5275,Landnow,Agritech,Lagos,Lagos,2019,Series A,2911800,61,32785000,Angel,Mixed (Co-founders)
NG-5276,Monobox,Fintech,Lagos,Lagos,2024,Pre-seed,91000,11,3502000,VC Fund,Male
NG-5277,Nairazone,Fintech,Lagos,Lagos,2023,Pre-seed,83300,4,972000,Government Grant,Male
NG-5278,Flickfy,Fintech,Lagos,Lagos,2018,Pre-seed,112100,7,5890000,Accelerator,Mixed (Co-founders)
NG-5279,Greenly,Agritech,Ibadan,Oyo,2019,Pre-seed,77300,2,0,Government Grant,Male
NG-5280,Healthx,Healthtech,Lagos,Lagos,2020,Seed,565100,19,4387000,Corporate,Male
NG-5281,Kuding,Fintech,Ibadan,Oyo,2020,Series B,13609100,257,86839000,Accelerator,Mixed (Co-founders)
NG-5282,Flickpro,Fintech,Lagos,Lagos,2022,Pre-seed,66500,4,2274000,Corporate,Male
NG-5283,Carepro,Healthtech,Lagos,Lagos,2022,Series A,1110700,58,39606000,VC Fund,Male
NG-5284,Viewai,Media & Entertainment,Ibadan,Oyo,2017,Seed,187000,6,4729000,Accelerator,Female
NG-5285,Nairalabs,Fintech,Lagos,Lagos,2020,Series A,5861900,95,22757000,Accelerator,Male
NG-5286,Skillx,Edtech,Abuja,FCT,2018,Pre-seed,52300,3,1025000,Angel,Male
NG-5287,Sellwave,E-commerce,Ibadan,Oyo,2023,Series A,6417100,48,5845000,Accelerator,Mixed (Co-founders)
NG-5288,Flowng,SaaS,Lagos,Lagos,2023,Series A,4377000,87,74643000,Accelerator,Mixed (Co-founders)
NG-5289,Shippro,Logistics,Lagos,Lagos,2019,Pre-seed,99800,3,1593000,VC Fund,Male
NG-5290,Healthstack,Healthtech,Abuja,FCT,2023,Series A,4927600,104,22630000,Angel,Mixed (Co-founders)
NG-5291,Pulsepro,Healthtech,Enugu,Enugu,2023,Seed,1194300,33,14871000,Crowdfunding,Male
NG-5292,Nairanow,Fintech,Lagos,Lagos,2017,Seed,977400,20,14887000,VC Fund,Mixed (Co-founders)
NG-5293,Shipnow,Logistics,Lagos,Lagos,2018,Seed,426200,22,14890000,Accelerator,Male
NG-5294,Dawahub,Healthtech,Port Harcourt,Rivers,2022,Series A,1464400,58,17425000,Corporate,Male
NG-5295,Scholarup,Edtech,Ibadan,Oyo,2021,Pre-seed,67100,3,497000,Angel,Male
NG-5296,Playbase,Media & Entertainment,Lagos,Lagos,2020,Growth,25342500,222,155712000,Angel,Male
NG-5297,Pagaio,Fintech,Lagos,Lagos,2022,Seed,806000,30,10224000,VC Fund,Mixed (Co-founders)
NG-5298,Esusux,Fintech,Abuja,FCT,2017,Seed,504200,34,19596000,Angel,Male
NG-5299,Stockwave,E-commerce,Enugu,Enugu,2022,Seed,915800,9,3636000,VC Fund,Male
NG-5300,Beatpro,Media & Entertainment,Ibadan,Oyo,2020,Pre-seed,116500,3,0,Angel,Mixed (Co-founders)
NG-5301,Vitabox,Healthtech,Lagos,Lagos,2019,Pre-seed,125000,2,925000,Angel,Male
NG-5302,Martapp,E-commerce,Port Harcourt,Rivers,2022,Series A,7767600,64,19640000,Government Grant,Male
NG-5303,Cowrybox,Fintech,Kano,Kano,2020,Pre-seed,37700,11,2794000,Angel,Mixed (Co-founders)
NG-5304,Baseng,SaaS,Abuja,FCT,2023,Seed,501800,10,6273000,VC Fund,Male
NG-5305,Pagaai,Fintech,Abuja,FCT,2019,Seed,6178100,34,8393000,VC Fund,Mixed (Co-founders)
NG-5306,Pagaup,Fintech,Kano,Kano,2017,Pre-seed,103700,3,630000,VC Fund,Male
NG-5307,Healthfy,Healthtech,Lagos,Lagos,2023,Seed,167800,32,5986000,Angel,Male
NG-5308,Flickup,Fintech,Lagos,Lagos,2022,Pre-seed,89800,5,1333000,Corporate,Male
NG-5309,Nodex,SaaS,Abuja,FCT,2022,Pre-seed,20600,7,1328000,Accelerator,Male
NG-5310,Cashapp,Fintech,Lagos,Lagos,2022,Series A,2682400,86,6498000,Accelerator,Male
NG-5311,Kudily,Fintech,Lagos,Lagos,2017,Pre-seed,41800,3,1485000,VC Fund,Male
NG-5312,Dawago,Healthtech,Lagos,Lagos,2020,Growth,24533000,147,57519000,Corporate,Mixed (Co-founders)
NG-5313,Monostack,Fintech,Lagos,Lagos,2019,Series A,1980400,74,31375000,Accelerator,Mixed (Co-founders)
NG-5314,Fleetzone,Logistics,Lagos,Lagos,2021,Series B,15687200,218,179066000,VC Fund,Mixed (Co-founders)
NG-5315,Braingo,Edtech,Lagos,Lagos,2018,Series B,18779300,211,39514000,Accelerator,Male
NG-5316,Cloudbase,SaaS,Enugu,Enugu,2021,Seed,727000,31,8045000,Angel,Male
NG-5317,Tunebox,Media & Entertainment,Lagos,Lagos,2020,Growth,16965500,112,59133000,Corporate,Male
NG-5318,Learnio,Edtech,Lagos,Lagos,2024,Series A,4222000,77,22526000,VC Fund,Mixed (Co-founders)
NG-5319,Kudiio,Fintech,Lagos,Lagos,2019,Pre-seed,89800,10,7344000,Crowdfunding,Male
NG-5320,Movezone,Logistics,Lagos,Lagos,2015,Series A,5038400,84,14439000,VC Fund,Mixed (Co-founders)
NG-5321,Tradeup,E-commerce,Ibadan,Oyo,2021,Seed,490000,33,14834000,VC Fund,Male
NG-5322,Tutornow,Edtech,Lagos,Lagos,2024,Pre-seed,111500,5,2385000,VC Fund,Mixed (Co-founders)
NG-5323,Skilllabs,Edtech,Abuja,FCT,2023,Series B,19585200,66,26993000,Crowdfunding,Male
NG-5324,Pharmpro,Healthtech,Lagos,Lagos,2020,Series B,7343400,94,23741000,Angel,Male
NG-5325,Pipehub,SaaS,Lagos,Lagos,2015,Series A,5394400,81,59966000,VC Fund,Male
NG-5326,Buytech,E-commerce,Lagos,Lagos,2023,Series A,2914100,65,20141000,VC Fund,Male
NG-5327,Stockstack,E-commerce,Abeokuta,Ogun,2023,Seed,552400,32,11327000,VC Fund,Male
NG-5328,Cowryx,Fintech,Lagos,Lagos,2023,Pre-seed,106700,3,1234000,Angel,Mixed (Co-founders)
NG-5329,Cashlabs,Fintech,Abuja,FCT,2016,Pre-seed,117600,9,3538000,Angel,Male
NG-5330,Pagapro,Fintech,Abuja,FCT,2021,Seed,347700,15,3442000,VC Fund,Mixed (Co-founders)
NG-5331,Kwikpath,Logistics,Lagos,Lagos,2023,Series B,5519500,285,126313000,Accelerator,Mixed (Co-founders)
NG-5332,Movely,Logistics,Lagos,Lagos,2023,Series A,2325200,64,40371000,Angel,Female
NG-5333,Tradepro,E-commerce,Ibadan,Oyo,2020,Seed,667900,34,19697000,Angel,Male
NG-5334,Classpro,Edtech,Lagos,Lagos,2024,Series A,6047200,53,39842000,Government Grant,Male
NG-5335,Esusuai,Fintech,Abuja,FCT,2018,Seed,1402300,26,14422000,VC Fund,Male
NG-5336,Sendgo,Logistics,Kano,Kano,2020,Growth,41866100,334,88261000,Accelerator,Male
NG-5337,Stockbase,E-commerce,Port Harcourt,Rivers,2022,Pre-seed,50600,5,1067000,Angel,Male
NG-5338,Cowryzone,Fintech,Lagos,Lagos,2023,Series A,4440300,36,21263000,Corporate,Male
NG-5339,Esusuup,Fintech,Benin City,Edo,2016,Seed,919300,10,2622000,VC Fund,Female
NG-5340,Esusuwave,Fintech,Uyo,Akwa Ibom,2022,Seed,1415300,8,1874000,Angel,Female
NG-5341,Careup,Healthtech,Lagos,Lagos,2020,Seed,1219800,25,4627000,Government Grant,Mixed (Co-founders)
NG-5342,Questng,Edtech,Lagos,Lagos,2020,Seed,1049700,30,24872000,VC Fund,Mixed (Co-founders)
NG-5343,Stockgo,E-commerce,Uyo,Akwa Ibom,2020,Series A,4490300,104,20430000,Angel,Female
NG-5344,Dealbase,E-commerce,Lagos,Lagos,2021,Pre-seed,114600,4,3211000,Angel,Male
NG-5345,Healthly,Healthtech,Port Harcourt,Rivers,2021,Series A,5172600,49,25093000,VC Fund,Male
NG-5346,Syncpro,SaaS,Lagos,Lagos,2022,Pre-seed,66000,8,2228000,Crowdfunding,Mixed (Co-founders)
NG-5347,Cowrystack,Fintech,Lagos,Lagos,2021,Pre-seed,17200,9,0,Angel,Male
NG-5348,Monozone,Fintech,Benin City,Edo,2017,Series A,5191900,109,37515000,Angel,Male
NG-5349,Scholarlabs,Edtech,Kano,Kano,2019,Series B,15659200,239,74963000,Crowdfunding,Male
NG-5350,Beattech,Media & Entertainment,Benin City,Edo,2017,Seed,164200,15,6562000,VC Fund,Female
NG-5351,Kudiup,Fintech,Ibadan,Oyo,2020,Seed,190900,32,7346000,VC Fund,Male
NG-5352,Nodebox,SaaS,Enugu,Enugu,2018,Pre-seed,687000,6,1692000,VC Fund,Male
NG-5353,Vitahub,Healthtech,Lagos,Lagos,2015,Pre-seed,18600,9,7210000,Corporate,Male
NG-5354,Paytech,Fintech,Lagos,Lagos,2023,Pre-seed,117900,4,1055000,Corporate,Male
NG-5355,Martai,E-commerce,Lagos,Lagos,2019,Pre-seed,74800,12,0,Angel,Male
NG-5356,Scholarbox,Edtech,Lagos,Lagos,2024,Pre-seed,146300,6,1671000,Crowdfunding,Female
NG-5357,Soundzone,Media & Entertainment,Lagos,Lagos,2021,Pre-seed,46700,4,1577000,VC Fund,Male
NG-5358,Pharmng,Healthtech,Port Harcourt,Rivers,2024,Seed,987900,6,1281000,VC Fund,Male
NG-5359,Cowryly,Fintech,Lagos,Lagos,2024,Growth,48733000,181,128525000,VC Fund,Male
NG-5360,Landio,Agritech,Lagos,Lagos,2024,Series B,18297100,139,61574000,VC Fund,Mixed (Co-founders)
NG-5361,Kwikly,Logistics,Abuja,FCT,2023,Seed,458100,13,5248000,VC Fund,Male
NG-5362,Gobase,Logistics,Lagos,Lagos,2022,Series A,7312900,91,33103000,VC Fund,Male
NG-5363,Monofy,Fintech,Lagos,Lagos,2024,Pre-seed,61300,3,1385000,Crowdfunding,Male
NG-5364,Dropbox,Logistics,Lagos,Lagos,2018,Series A,2329500,115,80361000,VC Fund,Mixed (Co-founders)
NG-5365,Buzzx,Media & Entertainment,Uyo,Akwa Ibom,2022,Pre-seed,72600,4,2117000,Angel,Mixed (Co-founders)
NG-5366,Paypath,Fintech,Ibadan,Oyo,2024,Series A,2978700,55,33426000,Accelerator,Mixed (Co-founders)
NG-5367,Afyapath,Healthtech,Lagos,Lagos,2018,Pre-seed,124600,11,2429000,Angel,Male
NG-5368,Sowtech,Agritech,Lagos,Lagos,2017,Growth,12627700,202,80695000,Corporate,Mixed (Co-founders)
NG-5369,Harvestly,Agritech,Kano,Kano,2018,Pre-seed,123500,11,0,VC Fund,Male
NG-5370,Kudify,Fintech,Lagos,Lagos,2023,Series B,8616300,226,66345000,Angel,Male
NG-5371,Flickio,Fintech,Lagos,Lagos,2022,Seed,657200,25,7835000,VC Fund,Male
NG-5372,Learnnow,Edtech,Lagos,Lagos,2021,Seed,262100,34,11576000,Accelerator,Male
NG-5373,Soilhub,Agritech,Enugu,Enugu,2019,Series A,6123600,51,17947000,VC Fund,Male
NG-5374,Dashtech,Logistics,Abuja,FCT,2022,Seed,898700,30,16262000,Angel,Male
NG-5375,Viewup,Media & Entertainment,Lagos,Lagos,2021,Series A,4439800,61,14682000,Angel,Mixed (Co-founders)
NG-5376,Prepzone,Edtech,Lagos,Lagos,2019,Series A,4377100,84,41986000,VC Fund,Female
NG-5377,Buybox,E-commerce,Lagos,Lagos,2022,Series B,15004000,280,152606000,VC Fund,Mixed (Co-founders)
NG-5378,Tradeai,E-commerce,Enugu,Enugu,2016,Seed,880200,22,2688000,Angel,Male
NG-5379,Sendio,Logistics,Ibadan,Oyo,2023,Seed,566300,7,1702000,Accelerator,Female
NG-5380,Dawanow,Healthtech,Lagos,Lagos,2019,Series B,8126600,158,52597000,Government Grant,Mixed (Co-founders)
NG-5381,Scholarapp,Edtech,Abuja,FCT,2021,Seed,1327300,26,11067000,Government Grant,Male
NG-5382,Monopro,Fintech,Lagos,Lagos,2023,Seed,103400,23,7273000,Angel,Male
NG-5383,Dealbox,E-commerce,Abuja,FCT,2024,Seed,339000,12,5737000,VC Fund,Male
NG-5384,Tradezone,E-commerce,Kano,Kano,2020,Seed,316400,23,3403000,Corporate,Male
NG-5385,Voltapp,Cleantech,Abuja,FCT,2020,Series A,5548900,116,30106000,Angel,Male
NG-5386,Pagaly,Fintech,Lagos,Lagos,2019,Seed,1125800,27,15440000,Government Grant,Mixed (Co-founders)
NG-5387,Buyio,E-commerce,Ibadan,Oyo,2023,Series A,1864800,96,36935000,Government Grant,Mixed (Co-founders)
NG-5388,Landx,Agritech,Kano,Kano,2022,Series A,6588000,57,20817000,Angel,Male
NG-5389,Vibego,Media & Entertainment,Lagos,Lagos,2019,Seed,372500,29,5387000,Accelerator,Male
NG-5390,Pulsezone,Healthtech,Lagos,Lagos,2021,Seed,1484000,35,2998000,Angel,Mixed (Co-founders)
NG-5391,Farmai,Agritech,Abuja,FCT,2018,Pre-seed,66100,9,2318000,Government Grant,Mixed (Co-founders)
NG-5392,Pagahub,Fintech,Lagos,Lagos,2015,Seed,1288400,13,9322000,Accelerator,Mixed (Co-founders)
NG-5393,Kudipro,Fintech,Abuja,FCT,2021,Seed,132100,33,17331000,Angel,Female
NG-5394,Cashzone,Fintech,Lagos,Lagos,2021,Seed,1244400,33,9791000,Corporate,Male
NG-5395,Streamly,Media & Entertainment,Lagos,Lagos,2020,Series A,2812100,120,38944000,Crowdfunding,Mixed (Co-founders)
NG-5396,Cowrypath,Fintech,Abeokuta,Ogun,2021,Pre-seed,53500,8,2221000,VC Fund,Male
NG-5397,Nairaio,Fintech,Lagos,Lagos,2019,Series B,9218600,283,93518000,VC Fund,Male
NG-5398,Skilltech,Edtech,Port Harcourt,Rivers,2021,Seed,1171400,22,15121000,VC Fund,Male
NG-5399,Reelnow,Media & Entertainment,Lagos,Lagos,2016,Pre-seed,68900,3,2108000,Angel,Female
NG-5400,Sellzone,E-commerce,Ibadan,Oyo,2023,Pre-seed,69900,10,7410000,Corporate,Mixed (Co-founders)
